,cv,std,mean,stability_score
289,0.3205813681019677,0.14212341023223213,0.4433302255639098,0.7572422450857914
285,0.32912000706016115,0.15672234463112295,0.476186015037594,0.7523775089443342
144,0.33501366321645365,0.0438445568944418,0.1308739365239371,0.7490560041091235
467,0.33565734986164714,0.018935375362819203,0.05641281315789473,0.7486950153073197
13,0.3371557264270338,0.11101455611978862,0.32926789438296566,0.7478560501491209
292,0.3376515000604321,0.20612133842369565,0.6104558646616541,0.7475788723406823
287,0.34092694898601733,0.15299806886611206,0.4487708270676692,0.7457527800124983
298,0.3463626194335681,0.01795896562127093,0.05185018421052632,0.7427419519569793
314,0.34764031001411083,0.04285875223869198,0.12328476015037591,0.7420377622791123
290,0.3519440265422586,0.18232523803718226,0.5180518045112782,0.7396755933436141
445,0.3698001308168194,0.3253128970343449,0.8796992481203008,0.7300335118260608
291,0.3742350520673679,0.21498016979931467,0.5744522556390977,0.7276775530471463
465,0.3781565142324259,0.027074212308060633,0.07159525563909773,0.7256069899701901
288,0.3849172613305559,0.1615765711888754,0.4197696165413534,0.722064796159196
121,0.39163125693948714,0.4493453573409967,1.1473684732228286,0.7185811579133591
312,0.39612320440192156,0.06329118110406409,0.15977650488721803,0.7162691636719735
